module8:1:123955560	9.96680515896742e-12	0
module8:1:123955561	1.06099573571328e-11	0
module8:16:36353041	3.4921510128072e-11	0.00666666666666667
module8:16:36353056	8.28654922457872e-11	0.0125
module8:5:132453865	1.55871138218799e-09	0.03125
module8:5:132454053	1.59406943200935e-09	0.0285714285714285
module8:5:132454171	1.5199161929047e-09	0.0333333333333334
module8:5:132454631	1.42722766938164e-09	0.0357142857142858
module8:5:132454724	1.53001844527267e-09	0.032258064516129
module8:5:132455672	1.49629220125291e-09	0.0344827586206897
module8:5:132455979	1.56012802676742e-09	0.0303030303030303
module8:5:132456154	1.78240333603696e-09	0.0342105263157895
module8:5:132456710	1.36455147181636e-09	0.0333333333333333
module8:5:132458606	3.36668914968641e-10	0.0176470588235294
module8:5:132459905	6.49797660123852e-10	0.0173913043478261
module8:5:132459971	3.92359811307585e-10	0.0142857142857143
module8:5:132460190	3.5047387214604e-10	0.0157894736842105
module8:5:132460375	3.37466721234136e-10	0.0166666666666667
module8:5:132460917	3.97554433817504e-10	0.0136363636363636
module8:5:132461111	3.57336382705853e-10	0.015
module8:5:132463834	8.21456458410807e-10	0.024
module8:5:132464413	9.93395921078388e-10	0.0269230769230769
module8:5:132466034	6.75353994950001e-10	0.0166666666666667
module8:5:132468333	1.85908610728092e-09	0.035
module8:5:132468353	1.69196734400856e-09	0.0305555555555555
module8:5:132468564	2.42775610725943e-09	0.0418604651162791
module8:5:132469724	1.93456561881078e-09	0.0365853658536586
module8:5:132469899	1.73079595100489e-09	0.0324324324324324
module8:5:132470043	1.5626926419543e-09	0.0294117647058823
module8:5:132470796	1.85313520084662e-09	0.0333333333333333
module8:5:132471932	2.369996643381e-09	0.0428571428571428
module8:5:46659000	9.85878045867139e-13	0
module8:5:46906585	2.33560948359468e-11	0.00714285714285714
module8:5:47027928	0	0
module8:5:47068540	0	0
module8:5:47166316	3.33066907387547e-16	0
module8:5:47210790	0	0
module8:5:47210990	0	0
module8:5:47258679	4.44089209850063e-16	0
module8:5:47258917	3.33066907387547e-16	0
module8:5:49809727	2.69562150378988e-13	0
module8:5:49930686	0	0
module8:5:49936394	1.09743325538147e-11	0
